     i	           x	          dx
  2701	  1.30635569	  0.07141829
  2702	  1.37074330	  0.10093001
  2703	  1.37722315	  0.06549620
  2704	  1.32630103	  0.06423085
  2705	  1.39079195	  0.05589677
  2706	  1.31217529	  0.07004841
  2707	  1.36538809	  0.04909213
  2708	  1.31149740	  0.11081606
  2709	  1.23387524	  0.09958342
  2710	  1.33023535	  0.07361253
  2711	  1.30083905	  0.05577342
  2712	  1.33253864	  0.14902128
  2713	  1.32430600	  0.07218513
  2714	  1.31021586	  0.06665286
  2715	  1.37508244	  0.08567928
  2716	  1.34979817	  0.07971288
  2717	  1.31671923	  0.03624114
  2718	  1.27617721	  0.06747359
  2719	  1.31537460	  0.04208441
  2720	  1.28981737	  0.06650187
  2721	  1.30939493	  0.07221179
  2722	  1.27691850	  0.06885602
  2723	  1.32435819	  0.06217983
  2724	  1.32109262	  0.12667392
  2725	  1.33217894	  0.10913623
  2726	  1.26718553	  0.08180908
  2727	  1.31632472	  0.07006339
  2728	  1.36253160	  0.06033952
  2729	  1.28069283	  0.07052709
  2730	  1.38899037	  0.06131746
  2731	  1.42576571	  0.09798445
  2732	  1.36074703	  0.08496650
  2733	  1.30559649	  0.04413727
  2734	  1.30792643	  0.05448041
  2735	  1.34042572	  0.05904511
  2736	  1.21827130	  0.05131031
  2737	  1.34120833	  0.08293930
  2738	  1.35524675	  0.08407509
  2739	  1.26180325	  0.05104758
  2740	  1.34630504	  0.08557373
  2741	  1.30042000	  0.06765957
  2742	  1.32200600	  0.11340095
  2743	  1.38923271	  0.08044776
  2744	  1.32444232	  0.10128218
  2745	  1.33062869	  0.07784776
  2746	  1.31085943	  0.05331991
  2747	  1.26393394	  0.07896462
  2748	  1.32509917	  0.05314912
  2749	  1.36982073	  0.07388130
  2750	  1.28171568	  0.09464142
  2751	  1.33869578	  0.09637761
  2752	  1.33629387	  0.05123915
  2753	  1.33062963	  0.08156601
  2754	  1.31108349	  0.09143806
  2755	  1.30281418	  0.06980719
  2756	  1.34704035	  0.07840444
  2757	  1.30225248	  0.05316172
  2758	  1.30057081	  0.06557630
  2759	  1.23597692	  0.04605920
  2760	  1.32476119	  0.06091287
  2761	  1.24357482	  0.11235413
  2762	  1.26045467	  0.05375559
  2763	  1.26237181	  0.05479220
  2764	  1.23676837	  0.08325348
  2765	  1.37727138	  0.06088377
  2766	  1.25323621	  0.11244412
  2767	  1.31001648	  0.03776639
  2768	  1.35945017	  0.05362008
  2769	  1.35831111	  0.06197081
  2770	  1.18031310	  0.09359925
  2771	  1.22922420	  0.06987979
  2772	  1.26819334	  0.10023959
  2773	  1.35677698	  0.06799027
  2774	  1.34239581	  0.10070831
  2775	  1.27071215	  0.07653440
  2776	  1.29243124	  0.09122930
  2777	  1.34060485	  0.06341158
  2778	  1.29151724	  0.06086901
  2779	  1.30146887	  0.06741752
  2780	  1.34412515	  0.07129897
  2781	  1.30577866	  0.07084016
  2782	  1.30376286	  0.05405802
  2783	  1.32166170	  0.07025066
  2784	  1.28509929	  0.06094381
  2785	  1.43042182	  0.07860414
  2786	  1.40487887	  0.07963480
  2787	  1.29286428	  0.06999084
  2788	  1.33462069	  0.06008633
  2789	  1.30855757	  0.08744270
  2790	  1.22946463	  0.06189705
  2791	  1.29839497	  0.06317255
  2792	  1.39614623	  0.08610180
  2793	  1.35378383	  0.06750447
  2794	  1.34948876	  0.05266067
  2795	  1.30259704	  0.10656265
  2796	  1.36076453	  0.08185591
  2797	  1.21895503	  0.07492817
  2798	  1.38822532	  0.06536476
  2799	  1.37498646	  0.06729691
  2800	  1.37391913	  0.07225172
  2801	  1.34922352	  0.06039034
  2802	  1.18075473	  0.08775932
  2803	  1.28723777	  0.07843215
  2804	  1.39537053	  0.07958421
  2805	  1.29996625	  0.07175454
  2806	  1.27752229	  0.05422789
  2807	  1.30771738	  0.07868695
  2808	  1.30303646	  0.06510409
  2809	  1.28325023	  0.04512318
  2810	  1.32675152	  0.14700754
  2811	  1.31704162	  0.09084234
  2812	  1.30526830	  0.07035619
  2813	  1.28465698	  0.04447361
  2814	  1.26596180	  0.07319885
  2815	  1.35259021	  0.08996892
  2816	  1.31371111	  0.06659516
  2817	  1.21479501	  0.05328949
  2818	  1.21713483	  0.06339527
  2819	  1.31998797	  0.07615982
  2820	  1.34522463	  0.07259602
  2821	  1.32733493	  0.08700019
  2822	  1.37175978	  0.07497692
  2823	  1.25688023	  0.04812878
  2824	  1.31876290	  0.08137684
  2825	  1.30079123	  0.06449628
  2826	  1.31688254	  0.06351652
  2827	  1.33159856	  0.07657692
  2828	  1.32514891	  0.10796367
  2829	  1.28052127	  0.12593668
  2830	  1.37947862	  0.05289313
  2831	  1.34822027	  0.07336418
  2832	  1.35717704	  0.05985721
  2833	  1.32081162	  0.06905164
  2834	  1.09747807	  0.17205263
  2835	  1.29138711	  0.08302498
  2836	  1.31368960	  0.06774101
  2837	  1.37500065	  0.05988906
  2838	  1.27946070	  0.14886330
  2839	  1.33996002	  0.12262984
  2840	  1.30187447	  0.07467373
  2841	  1.39679286	  0.07238822
  2842	  1.21196936	  0.07484341
  2843	  1.31927900	  0.07905571
  2844	  1.30864288	  0.07806033
  2845	  1.31613453	  0.06486790
  2846	  1.31871770	  0.06964175
  2847	  1.29960337	  0.07740277
  2848	  1.38066585	  0.06204565
  2849	  1.39856798	  0.07348182
  2850	  1.41308848	  0.05742791
  2851	  1.34797571	  0.06271091
  2852	  1.36250967	  0.05455689
  2853	  1.34209784	  0.06625838
  2854	  1.33701364	  0.04852983
  2855	  1.27462271	  0.05515922
  2856	  1.25854745	  0.07275114
  2857	  1.31773031	  0.08487001
  2858	  1.34637872	  0.06812956
  2859	  1.32203193	  0.05330477
  2860	  1.20890977	  0.08028162
  2861	  1.24603697	  0.06818876
  2862	  1.28860428	  0.07393136
  2863	  1.25466519	  0.07572364
  2864	  1.28318951	  0.08741484
  2865	  1.18876220	  0.07783426
  2866	  1.24777404	  0.10215752
  2867	  1.36609307	  0.05214149
  2868	  1.33983120	  0.05611023
  2869	  1.33091448	  0.05374014
  2870	  1.33365093	  0.05738113
  2871	  1.34136663	  0.07964581
  2872	  1.31983117	  0.07899311
  2873	  1.28256401	  0.07300054
  2874	  1.28789961	  0.07305986
  2875	  1.30635554	  0.05131060
  2876	  1.30364471	  0.04260620
  2877	  1.20702891	  0.06719849
  2878	  1.34575625	  0.08282692
  2879	  1.32008674	  0.06820365
  2880	  1.24729435	  0.08689171
  2881	  1.34616620	  0.07244310
  2882	  1.35998015	  0.06878053
  2883	  1.38744337	  0.09479455
  2884	  1.29917722	  0.04865014
  2885	  1.28122811	  0.05860090
  2886	  1.24191572	  0.06582846
  2887	  1.34580515	  0.07009998
  2888	  1.40653094	  0.08946005
  2889	  1.31068042	  0.04538459
  2890	  1.33947551	  0.07325350
  2891	  1.31134895	  0.08128611
  2892	  1.26700499	  0.07925950
  2893	  1.31520945	  0.06243546
  2894	  1.36134372	  0.06529580
  2895	  1.24756512	  0.12021554
  2896	  1.30120540	  0.07057557
  2897	  1.28733485	  0.05836686
  2898	  1.26150356	  0.04947952
  2899	  1.32307840	  0.05497094
  2900	  1.28297905	  0.08641535
  2901	  1.21546600	  0.11941897
  2902	  1.33813447	  0.05748108
  2903	  1.37432737	  0.06926806
  2904	  1.27271590	  0.05697973
  2905	  1.26443797	  0.08273677
  2906	  1.33349736	  0.07974431
  2907	  1.29799308	  0.04700442
  2908	  1.37161178	  0.08181524
  2909	  1.24491670	  0.06937722
  2910	  1.33331518	  0.04829543
  2911	  1.33342888	  0.07788068
  2912	  1.34203680	  0.06853428
  2913	  1.32413042	  0.07259085
  2914	  1.36438199	  0.07141093
  2915	  1.27791384	  0.10025147
  2916	  1.29129107	  0.08917894
  2917	  1.21499741	  0.06350406
  2918	  1.24748020	  0.04812733
  2919	  1.26017392	  0.06430221
  2920	  1.33092869	  0.06713808
  2921	  1.25634195	  0.10609065
  2922	  1.27003912	  0.05615690
  2923	  1.35147859	  0.06584127
  2924	  1.24872685	  0.07632280
  2925	  1.30991725	  0.05492439
  2926	  1.25019330	  0.05612136
  2927	  1.39071752	  0.06653729
  2928	  1.36393556	  0.07115596
  2929	  1.32108372	  0.07753008
  2930	  1.36844061	  0.07141784
  2931	  1.40198758	  0.05722373
  2932	  1.26131307	  0.05850226
  2933	  1.29566855	  0.06903802
  2934	  1.29307399	  0.06208681
  2935	  1.32328804	  0.04749138
  2936	  1.33777840	  0.08710638
  2937	  1.33743258	  0.09533277
  2938	  1.36369824	  0.07290242
  2939	  1.25242214	  0.06959499
  2940	  1.29941985	  0.09031261
  2941	  1.30676211	  0.04439430
  2942	  1.31267248	  0.07377496
  2943	  1.25891950	  0.07397590
  2944	  1.21887874	  0.07176263
  2945	  1.26429290	  0.07188612
  2946	  1.24398166	  0.08073818
  2947	  1.27488485	  0.10396763
  2948	  1.23996085	  0.09506976
  2949	  1.20890392	  0.07276038
  2950	  1.34186356	  0.07968796
  2951	  1.32707607	  0.10217228
  2952	  1.36325335	  0.06518156
  2953	  1.30435574	  0.11174824
  2954	  1.33757216	  0.05155617
  2955	  1.32865047	  0.07302071
  2956	  1.37020418	  0.08007502
  2957	  1.24294958	  0.11597511
  2958	  1.28272651	  0.06284574
  2959	  1.34445783	  0.06145989
  2960	  1.33095469	  0.07219435
  2961	  1.34618189	  0.04843209
  2962	  1.31655681	  0.06891232
  2963	  1.23596520	  0.04751715
  2964	  1.20920942	  0.10066339
  2965	  1.26155050	  0.05871072
  2966	  1.29945254	  0.06410913
  2967	  1.23735171	  0.10004710
  2968	  1.31976613	  0.05473062
  2969	  1.27752165	  0.07367368
  2970	  1.31129669	  0.07842189
  2971	  1.25884322	  0.07392819
  2972	  1.30277793	  0.06537544
  2973	  1.33691808	  0.09237545
  2974	  1.34574653	  0.07171207
  2975	  1.22537027	  0.07313349
  2976	  1.39094542	  0.06902686
  2977	  1.42434542	  0.09415699
  2978	  1.33953372	  0.09370270
  2979	  1.25223114	  0.08301263
  2980	  1.26164811	  0.04208123
  2981	  1.30266400	  0.06371043
  2982	  1.29772315	  0.06438023
  2983	  1.34283170	  0.07832887
  2984	  1.43583323	  0.08221596
  2985	  1.27650872	  0.04328534
  2986	  1.30539259	  0.06696059
  2987	  1.27674486	  0.05680788
  2988	  1.29528961	  0.04783612
  2989	  1.35314640	  0.05688625
  2990	  1.30263033	  0.06752902
  2991	  1.27004583	  0.07967154
  2992	  1.25531414	  0.09426769
  2993	  1.23298137	  0.06148485
  2994	  1.25994857	  0.07635941
  2995	  1.36851146	  0.05825093
  2996	  1.29378891	  0.06963157
  2997	  1.30906429	  0.08188278
  2998	  1.30039935	  0.07069889
  2999	  1.36322037	  0.06828701
  3000	  1.33093092	  0.05678032
  3001	  1.32365145	  0.05432573
  3002	  1.34770353	  0.05881281
  3003	  1.36319585	  0.08259618
  3004	  1.28695302	  0.04639561
  3005	  1.40006567	  0.15555076
  3006	  1.30921330	  0.07642931
  3007	  1.32458719	  0.04231555
  3008	  1.30149488	  0.04230217
  3009	  1.23495007	  0.08881795
  3010	  1.34304196	  0.09275650
  3011	  1.24324184	  0.06819802
  3012	  1.33993265	  0.09910418
  3013	  1.33365304	  0.08279518
  3014	  1.30034796	  0.08658888
  3015	  1.25660400	  0.07399311
  3016	  1.38702192	  0.08625644
  3017	  1.32271525	  0.09667013
  3018	  1.10125318	  0.08469543
  3019	  1.28571801	  0.08524030
  3020	  1.37920637	  0.08556677
  3021	  1.32977229	  0.06766865
  3022	  1.29620041	  0.06869598
  3023	  1.27807331	  0.09624508
  3024	  1.34232794	  0.10756503
  3025	  1.28498179	  0.10632037
  3026	  1.26730947	  0.07920403
  3027	  1.28510965	  0.06234647
  3028	  1.29735711	  0.05387505
  3029	  1.31417471	  0.06770416
  3030	  1.20574556	  0.09261274
  3031	  1.11516234	  0.06774165
  3032	  1.27508651	  0.04588963
  3033	  1.30902206	  0.05503736
  3034	  1.37081770	  0.06306054
  3035	  1.35327081	  0.05631523
  3036	  1.25527184	  0.05921672
  3037	  1.36721450	  0.07588850
  3038	  1.34834087	  0.08101599
  3039	  1.28293036	  0.06884079
  3040	  1.38095882	  0.06424444
  3041	  1.31916230	  0.04129513
  3042	  1.32220568	  0.05184454
  3043	  1.30330130	  0.06978531
  3044	  1.32637945	  0.06039601
  3045	  1.27838773	  0.06236457
  3046	  1.29522342	  0.08190456
  3047	  1.31092306	  0.06600102
  3048	  1.29461427	  0.06693096
  3049	  1.28859516	  0.07094293
  3050	  1.23445008	  0.04802211
  3051	  1.32485374	  0.10680386
  3052	  1.31165451	  0.07580273
  3053	  1.29142622	  0.05438516
  3054	  1.34373119	  0.06946324
  3055	  1.33506787	  0.05245698
  3056	  1.21912870	  0.05629555
  3057	  1.29967578	  0.11374837
  3058	  1.28828105	  0.06350348
  3059	  1.30429106	  0.04798721
  3060	  1.29353506	  0.07271541
  3061	  1.34078247	  0.05204676
  3062	  1.18474931	  0.05223370
  3063	  1.29309937	  0.08806266
  3064	  1.34775796	  0.04493813
  3065	  1.33151553	  0.04868029
  3066	  1.26330552	  0.05054478
  3067	  1.27966303	  0.12502198
  3068	  1.28689306	  0.05831668
  3069	  1.35212321	  0.07511333
  3070	  1.38571511	  0.09521999
  3071	  1.26451980	  0.05165249
  3072	  1.28089859	  0.09659620
  3073	  1.28438617	  0.09365703
  3074	  1.33997168	  0.05362482
  3075	  1.32579513	  0.07760045
  3076	  1.29741833	  0.06218471
  3077	  1.30378217	  0.04970012
  3078	  1.29721544	  0.06639983
  3079	  1.29879030	  0.09087868
  3080	  1.37839865	  0.07210771
  3081	  1.31443233	  0.06310108
  3082	  1.32982409	  0.08257633
  3083	  1.33406962	  0.04854328
  3084	  1.30961657	  0.06891839
  3085	  1.30093575	  0.07471175
  3086	  1.25411572	  0.09703986
  3087	  1.28695253	  0.04937710
  3088	  1.35638338	  0.06868598
  3089	  1.35912901	  0.08698759
  3090	  1.32052735	  0.06956730
  3091	  1.25599337	  0.09595167
  3092	  1.29129766	  0.06472944
  3093	  1.29147717	  0.08465818
  3094	  1.33660484	  0.05203688
  3095	  1.29816266	  0.04659899
  3096	  1.23742264	  0.05323293
  3097	  1.29971418	  0.05852933
  3098	  1.18690985	  0.09748739
  3099	  1.32305453	  0.08903775
  3100	  1.32488695	  0.07347257
  3101	  1.33101650	  0.08073627
  3102	  1.31293329	  0.05565852
  3103	  1.25823909	  0.06413320
  3104	  1.30493332	  0.08916527
  3105	  1.25687370	  0.07119512
  3106	  1.27077751	  0.06943905
  3107	  1.31617890	  0.07060227
  3108	  1.40284133	  0.07292403
  3109	  1.27799332	  0.05440918
  3110	  1.35618526	  0.09577012
  3111	  1.30807759	  0.06013530
  3112	  1.33640774	  0.06432994
  3113	  1.29603785	  0.05914400
  3114	  1.31564095	  0.08334371
  3115	  1.17930143	  0.09019699
  3116	  1.22019434	  0.10403846
  3117	  1.31680233	  0.04503957
  3118	  1.31084691	  0.07537770
  3119	  1.26984353	  0.06255378
  3120	  1.31924867	  0.07561352
  3121	  1.30014562	  0.06568727
  3122	  1.24712611	  0.05897936
  3123	  1.21298078	  0.10046612
  3124	  1.37675468	  0.06213402
  3125	  1.36985519	  0.05023685
  3126	  1.22076539	  0.06595833
  3127	  1.31501009	  0.09557200
  3128	  1.31368495	  0.08140957
  3129	  1.22680292	  0.07043469
  3130	  1.32246794	  0.05937531
  3131	  1.27870848	  0.05592277
  3132	  1.26667066	  0.05690659
  3133	  1.34422297	  0.10343364
  3134	  1.36226672	  0.09849079
  3135	  1.35775242	  0.08396617
  3136	  1.34265259	  0.09963413
  3137	  1.37442573	  0.11694508
  3138	  1.24994242	  0.10869970
  3139	  1.33751117	  0.12836009
  3140	  1.26187779	  0.08298577
  3141	  1.30499620	  0.06077148
  3142	  1.34322743	  0.05938586
  3143	  1.29685042	  0.07321890
  3144	  1.36601769	  0.07149232
  3145	  1.34131582	  0.10251155
  3146	  1.37866026	  0.07278193
  3147	  1.28717999	  0.07137056
  3148	  1.27258309	  0.06465127
  3149	  1.29195158	  0.04974548
  3150	  1.30321855	  0.08549329
  3151	  1.28583537	  0.10747115
  3152	  1.23379385	  0.09054554
  3153	  1.35569389	  0.06627290
  3154	  1.26685135	  0.06509192
  3155	  1.33850671	  0.08263173
  3156	  1.34425377	  0.08042306
  3157	  1.31887793	  0.07403430
  3158	  1.22101379	  0.08314973
  3159	  1.38424178	  0.10049134
  3160	  1.20303240	  0.06383237
  3161	  1.28423079	  0.08325101
  3162	  1.23619417	  0.10681652
  3163	  1.29604084	  0.04375424
  3164	  1.32279524	  0.07643079
  3165	  1.34057447	  0.05249155
  3166	  1.29669921	  0.08892118
  3167	  1.29624193	  0.08913371
  3168	  1.33347246	  0.04863328
  3169	  1.39382528	  0.06313693
  3170	  1.26349357	  0.06489248
  3171	  1.31524585	  0.06476077
  3172	  1.23303682	  0.07489805
  3173	  1.35089482	  0.07760058
  3174	  1.25972152	  0.05722796
  3175	  1.27422732	  0.06470318
  3176	  1.32887226	  0.07750794
  3177	  1.26690254	  0.08209171
  3178	  1.32932353	  0.06998495
  3179	  1.20411717	  0.07204486
  3180	  1.32940971	  0.06632886
  3181	  1.28895189	  0.09497016
  3182	  1.32745062	  0.05339450
  3183	  1.29250587	  0.06041079
  3184	  1.38410215	  0.04966693
  3185	  1.38109257	  0.07436628
  3186	  1.33252065	  0.05664837
  3187	  1.34462199	  0.06702681
  3188	  1.31807746	  0.06413322
  3189	  1.33168415	  0.09395258
  3190	  1.27382700	  0.04426250
  3191	  1.30252716	  0.05167653
  3192	  1.27862735	  0.06229436
  3193	  1.27880620	  0.04991274
  3194	  1.30900644	  0.09265771
  3195	  1.24486921	  0.05086853
  3196	  1.34691144	  0.07457433
  3197	  1.32270320	  0.08490859
  3198	  1.21144603	  0.08658908
  3199	  1.24067387	  0.14213504
  3200	  1.25411737	  0.06704527
  3201	  1.26012887	  0.05419803
  3202	  1.30124611	  0.09065573
  3203	  1.34157993	  0.11378190
  3204	  1.32389348	  0.09190885
  3205	  1.30500470	  0.09620625
  3206	  1.35472030	  0.08981817
  3207	  1.36712016	  0.11414693
  3208	  1.35934065	  0.05709022
  3209	  1.27387972	  0.07890270
  3210	  1.30394682	  0.06915024
  3211	  1.36115207	  0.13425015
  3212	  1.27935913	  0.13620930
  3213	  1.24512307	  0.07438249
  3214	  1.24871901	  0.07179507
  3215	  1.25424546	  0.06815236
  3216	  1.32967707	  0.06644387
  3217	  1.32639636	  0.04787157
  3218	  1.29525390	  0.07384278
  3219	  1.36980362	  0.06117890
  3220	  1.29257958	  0.11638603
  3221	  1.27563787	  0.07984745
  3222	  1.15240581	  0.08032425
  3223	  1.39676207	  0.06102823
  3224	  1.26221346	  0.06421987
  3225	  1.22050653	  0.06127732
  3226	  1.26090270	  0.09442494
  3227	  1.44395554	  0.09420663
  3228	  1.31558758	  0.06207904
  3229	  1.28256364	  0.04431444
  3230	  1.30728287	  0.07377937
  3231	  1.36191843	  0.06371977
  3232	  1.21211687	  0.06139174
  3233	  1.28683364	  0.07296220
  3234	  1.39038175	  0.12072546
  3235	  1.29250124	  0.08958199
  3236	  1.33073993	  0.09251545
  3237	  1.37749149	  0.07326547
  3238	  1.33968986	  0.08819589
  3239	  1.27312416	  0.06138287
  3240	  1.34855641	  0.11123556
  3241	  1.37282904	  0.10476200
  3242	  1.22379359	  0.06760638
  3243	  1.36144829	  0.09160640
  3244	  1.31864030	  0.07701753
  3245	  1.36390885	  0.06665244
  3246	  1.33331210	  0.05797284
  3247	  1.24345347	  0.10620607
  3248	  1.22049847	  0.06546357
  3249	  1.29919656	  0.06276080
  3250	  1.31768444	  0.06537912
  3251	  1.36197244	  0.06825424
  3252	  1.25530222	  0.07064860
  3253	  1.32395466	  0.12983135
  3254	  1.25772866	  0.09737323
  3255	  1.29145608	  0.05909912
  3256	  1.28876246	  0.05052883
  3257	  1.37868523	  0.11939304
  3258	  1.24238277	  0.05596964
  3259	  1.30298955	  0.03483123
  3260	  1.34507097	  0.05835176
  3261	  1.29036652	  0.05442699
  3262	  1.33060605	  0.05815532
  3263	  1.31298276	  0.07115497
  3264	  1.26939948	  0.05844327
  3265	  1.31064095	  0.07322281
  3266	  1.32093756	  0.04770231
  3267	  1.32697532	  0.07295853
  3268	  1.24307893	  0.04371703
  3269	  1.35441384	  0.06875476
  3270	  1.33662422	  0.06007049
  3271	  1.34026381	  0.08364692
  3272	  1.24991003	  0.06682233
  3273	  1.34563702	  0.07824000
  3274	  1.30972492	  0.06664640
  3275	  1.31078625	  0.10743280
  3276	  1.27041513	  0.07861769
  3277	  1.15098299	  0.13150353
  3278	  1.19834230	  0.12564066
  3279	  1.29010490	  0.09213994
  3280	  1.35230029	  0.05305767
  3281	  1.32971544	  0.07087920
  3282	  1.35200246	  0.10050837
  3283	  1.37060345	  0.07951733
  3284	  1.34087149	  0.09048975
  3285	  1.38298293	  0.08927940
  3286	  1.19597441	  0.13894260
  3287	  1.36428406	  0.10734824
  3288	  1.33931460	  0.07225662
  3289	  1.42357020	  0.07739758
  3290	  1.34450847	  0.06091756
  3291	  1.29089026	  0.12916949
  3292	  1.35625529	  0.12794678
  3293	  1.36309062	  0.13506029
  3294	  1.25498792	  0.06897046
  3295	  1.34068228	  0.04286501
  3296	  1.20376981	  0.10298381
  3297	  1.24872744	  0.04329954
  3298	  1.26632696	  0.05930978
  3299	  1.15650336	  0.05819757
  3300	  1.26160809	  0.08271022
  3301	  1.25874328	  0.07784839
  3302	  1.34896818	  0.12352373
  3303	  1.27390406	  0.05471726
  3304	  1.32044135	  0.06412834
  3305	  1.20120248	  0.10653373
  3306	  1.35721543	  0.06375838
  3307	  1.25589938	  0.05472642
  3308	  1.24633335	  0.07678817
  3309	  1.34510830	  0.06298892
  3310	  1.41944240	  0.06672321
  3311	  1.25610041	  0.06307798
  3312	  1.36604801	  0.08918707
  3313	  1.33539073	  0.07610054
  3314	  1.30129167	  0.06110486
  3315	  1.36900436	  0.09928699
  3316	  1.32959501	  0.05956710
  3317	  1.31994644	  0.05513795
  3318	  1.30934104	  0.07510794
  3319	  1.31255439	  0.04232376
  3320	  1.32059017	  0.06521160
  3321	  1.31053597	  0.06062821
  3322	  1.33076505	  0.07470785
  3323	  1.20056077	  0.08740525
  3324	  1.24326927	  0.07931938
  3325	  1.30200205	  0.07185241
  3326	  1.28306061	  0.10028428
  3327	  1.30126023	  0.07221755
  3328	  1.26448273	  0.05936734
  3329	  1.25775999	  0.06424472
  3330	  1.32432534	  0.07602802
  3331	  1.40012217	  0.05367046
  3332	  1.29403747	  0.06608683
  3333	  1.28490915	  0.08523242
  3334	  1.24358831	  0.05417582
  3335	  1.28326012	  0.07236328
  3336	  1.31427881	  0.11261251
  3337	  1.38580109	  0.09882832
  3338	  1.16880169	  0.06879981
  3339	  1.24914894	  0.06839520
  3340	  1.33440620	  0.08254457
  3341	  1.36324189	  0.07608808
  3342	  1.27159524	  0.05171662
  3343	  1.27813433	  0.10577913
  3344	  1.31375710	  0.11358518
  3345	  1.34376654	  0.09432196
  3346	  1.21797135	  0.12937794
  3347	  1.25297081	  0.07975185
  3348	  1.34357606	  0.04762705
  3349	  1.35096140	  0.08552653
  3350	  1.30757496	  0.05396657
  3351	  1.33108306	  0.06492877
  3352	  1.40532203	  0.07105533
  3353	  1.38370233	  0.06127903
  3354	  1.26144923	  0.09668634
  3355	  1.38954430	  0.07472925
  3356	  1.33320039	  0.06964038
  3357	  1.32431063	  0.07857271
  3358	  1.26905096	  0.07983781
  3359	  1.27550231	  0.06775941
  3360	  1.31709179	  0.10562328
  3361	  1.23107662	  0.08137827
  3362	  1.26535993	  0.08625197
  3363	  1.35685700	  0.09186182
  3364	  1.31748493	  0.05900926
  3365	  1.39083157	  0.06604229
  3366	  1.27568727	  0.07648539
  3367	  1.26507657	  0.05832900
  3368	  1.27083955	  0.03103016
  3369	  1.32149823	  0.08673796
  3370	  1.30471332	  0.07599263
  3371	  1.31684732	  0.06248382
  3372	  1.34173824	  0.04131132
  3373	  1.41198172	  0.05307324
  3374	  1.32313222	  0.04280435
  3375	  1.27509714	  0.07900369
  3376	  1.22539454	  0.05019433
  3377	  1.30907937	  0.06787290
  3378	  1.33717111	  0.06456079
  3379	  1.19797903	  0.05885342
  3380	  1.20478500	  0.15578765
  3381	  1.28238494	  0.05288333
  3382	  1.29281861	  0.08375567
  3383	  1.26479201	  0.07397309
  3384	  1.27656388	  0.06977912
  3385	  1.36167063	  0.05034485
  3386	  1.32880481	  0.07142173
  3387	  1.36201354	  0.07655898
  3388	  1.38906395	  0.11331505
  3389	  1.37419359	  0.11815415
  3390	  1.23942680	  0.05070010
  3391	  1.33422918	  0.06483268
  3392	  1.25268947	  0.08095816
  3393	  1.27649736	  0.07450676
  3394	  1.35157331	  0.10163300
  3395	  1.40093863	  0.07017606
  3396	  1.24878022	  0.05399627
  3397	  1.32742022	  0.04670941
  3398	  1.32386663	  0.03986159
  3399	  1.33634633	  0.05977326
  3400	  1.29680056	  0.11562783
  3401	  1.35009091	  0.06669453
  3402	  1.31344378	  0.09214194
  3403	  1.28471852	  0.09439383
  3404	  1.25268931	  0.08586372
  3405	  1.29947797	  0.07329576
  3406	  1.33740094	  0.06450350
  3407	  1.29921308	  0.07942667
  3408	  1.27527718	  0.07925572
  3409	  1.27974066	  0.07578690
  3410	  1.35750628	  0.10951971
  3411	  1.30529520	  0.06941618
  3412	  1.33161201	  0.05180041
  3413	  1.36409045	  0.09016068
  3414	  1.24863412	  0.06782459
  3415	  1.22205821	  0.06702242
  3416	  1.27490533	  0.08574673
  3417	  1.28310987	  0.07672729
  3418	  1.34992514	  0.06801131
  3419	  1.32083881	  0.11028993
  3420	  1.23301221	  0.10218860
  3421	  1.27643011	  0.07668632
  3422	  1.29611059	  0.06618270
  3423	  1.22306286	  0.13211156
  3424	  1.15006811	  0.05576082
  3425	  1.30664107	  0.06128191
  3426	  1.40263506	  0.07150170
  3427	  1.33212490	  0.10111784
  3428	  1.34223767	  0.06689158
  3429	  1.32519167	  0.07341670
  3430	  1.25861874	  0.05642257
  3431	  1.25877538	  0.06926422
  3432	  1.21735278	  0.05425619
  3433	  1.29856195	  0.07026041
  3434	  1.35191788	  0.06390775
  3435	  1.34683420	  0.05043505
  3436	  1.29642223	  0.08657207
  3437	  1.32347219	  0.05481403
  3438	  1.29791120	  0.07673532
  3439	  1.33989737	  0.07929676
  3440	  1.21959125	  0.08190354
  3441	  1.23216430	  0.05295787
  3442	  1.26681784	  0.04498700
  3443	  1.20837192	  0.05678813
  3444	  1.31595426	  0.07371449
  3445	  1.28218836	  0.05489823
  3446	  1.31377211	  0.05044643
  3447	  1.28837105	  0.08381224
  3448	  1.35758545	  0.06819171
  3449	  1.34124020	  0.07059019
  3450	  1.32870856	  0.07754859
  3451	  1.34354402	  0.05236639
  3452	  1.31397682	  0.06003931
  3453	  1.32476099	  0.06575675
  3454	  1.38942988	  0.05996088
  3455	  1.39086158	  0.08383272
  3456	  1.33391543	  0.05092617
  3457	  1.35065112	  0.06125395
  3458	  1.33657387	  0.06831958
  3459	  1.22253147	  0.10460983
  3460	  1.27777375	  0.08743025
  3461	  1.26906897	  0.10489073
  3462	  1.35168623	  0.08336695
  3463	  1.31438765	  0.04345168
  3464	  1.29409353	  0.05775750
  3465	  1.33148722	  0.03599190
  3466	  1.23393705	  0.10541738
  3467	  1.31787053	  0.08584918
  3468	  1.28378087	  0.11742127
  3469	  1.44346944	  0.06889920
  3470	  1.35474528	  0.05697100
  3471	  1.34560300	  0.06786186
  3472	  1.39307102	  0.04869080
  3473	  1.33175921	  0.16152306
  3474	  1.24351686	  0.09251367
  3475	  1.36712544	  0.05595626
  3476	  1.20394167	  0.09802677
  3477	  1.15601418	  0.08122386
